lesbian,http://www.novaivf.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,http://www.novaivf.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,http://www.pacificfertilitycenter.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,http://www.pacificfertilitycenter.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,http://www.pacificfertilitycenter.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,http://www.pamf.org/fertility,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,http://www.pamf.org/fertility,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,http://www.pamf.org/fertility,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,http://www.parkavefertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,http://www.parkavefertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,http://www.parkavefertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,http://www.rmact.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,http://www.rmact.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,http://www.rmact.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,http://www.rmfcfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,http://www.rmfcfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,http://www.rmfcfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,http://www.rockymountainfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,http://www.rockymountainfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,http://www.rockymountainfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,http://www.uconnfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,http://www.uconnfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,http://www.uconnfertility.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,https://www.arcfertility.com/arc-fertility-clinics/arc-practices-colorado/advanced-reproductive-medicine-university-colorado,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,https://www.arcfertility.com/arc-fertility-clinics/arc-practices-colorado/advanced-reproductive-medicine-university-colorado,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,https://www.arcfertility.com/arc-fertility-clinics/arc-practices-colorado/advanced-reproductive-medicine-university-colorado,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
LGBT,https://www.ccrmivf.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
lesbian,https://www.ccrmivf.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
gay,https://www.ccrmivf.com,No Results,"{""error"":{""errors"":[{""domain"":""usageLimits"",""reason"":""dailyLimitExceeded"",""message"":""Daily Limit Exceeded""}],""code"":403,""message"":""Daily Limit Exceeded""}}"
